date,year,month,day,lon,lat,value
2008-10-31,2008.0,10.0,16.0,-64.68349863688152,10.6875,0.1777438791813674
2008-11-30,2008.0,11.0,16.0,-64.68349863688152,10.6875,0.22602575299916444
2008-12-31,2008.0,12.0,16.0,-64.68349863688152,10.6875,0.30396841046986756
2009-01-31,2009.0,1.0,16.0,-64.68349863688152,10.6875,0.6805146005418564
2009-02-28,2009.0,2.0,15.0,-64.68349863688152,10.6875,0.9702293983212223
2009-03-31,2009.0,3.0,16.0,-64.68349863688152,10.6875,0.6495664045766548
2009-04-30,2009.0,4.0,16.0,-64.68349863688152,10.6875,1.5422828643410296
2009-05-31,2009.0,5.0,16.0,-64.68349863688152,10.6875,0.9805692588841471
2009-06-30,2009.0,6.0,16.0,-64.68349863688152,10.6875,0.42501612460171734
2009-07-31,2009.0,7.0,16.0,-64.68349863688152,10.6875,0.6049330788630025
2009-08-31,2009.0,8.0,16.0,-64.68349863688152,10.6875,0.3961055284297024
2009-09-30,2009.0,9.0,16.0,-64.68349863688152,10.6875,0.26351244350274405
2009-10-31,2009.0,10.0,16.0,-64.68349863688152,10.6875,0.21583629714118113
2009-11-30,2009.0,11.0,16.0,-64.68349863688152,10.6875,0.19671966742586205
2009-12-31,2009.0,12.0,16.0,-64.68349863688152,10.6875,0.8686542281398067
2010-01-31,2010.0,1.0,16.0,-64.68349863688152,10.6875,1.379784197277493
2010-02-28,2010.0,2.0,15.0,-64.68349863688152,10.6875,4.566811977050922
2010-03-31,2010.0,3.0,16.0,-64.68349863688152,10.6875,0.3454210092624029
2010-04-30,2010.0,4.0,16.0,-64.68349863688152,10.6875,0.21898040098627822
2010-05-31,2010.0,5.0,16.0,-64.68349863688152,10.6875,0.39587411836341563
2010-06-30,2010.0,6.0,16.0,-64.68349863688152,10.6875,0.2286138004726834
2010-07-31,2010.0,7.0,16.0,-64.68349863688152,10.6875,0.25916148689058094
2010-08-31,2010.0,8.0,16.0,-64.68349863688152,10.6875,0.23707832318765146
2010-09-30,2010.0,9.0,16.0,-64.68349863688152,10.6875,0.2738776567909453
2010-10-31,2010.0,10.0,16.0,-64.68349863688152,10.6875,0.2025518024409259
2010-11-30,2010.0,11.0,16.0,-64.68349863688152,10.6875,0.19589822612426896
2010-12-31,2010.0,12.0,16.0,-64.68349863688152,10.6875,0.45985304602870236
2011-01-31,2011.0,1.0,16.0,-64.68349863688152,10.6875,1.7896299558657185
2011-02-28,2011.0,2.0,15.0,-64.68349863688152,10.6875,1.4541748998341735
2011-03-31,2011.0,3.0,16.0,-64.68349863688152,10.6875,1.103382651673423
2011-04-30,2011.0,4.0,16.0,-64.68349863688152,10.6875,1.1937008067413615
2011-05-31,2011.0,5.0,16.0,-64.68349863688152,10.6875,0.18886712944066086
2011-06-30,2011.0,6.0,16.0,-64.68349863688152,10.6875,0.17468531727790837
2011-07-31,2011.0,7.0,16.0,-64.68349863688152,10.6875,0.310438022127858
2011-08-31,2011.0,8.0,16.0,-64.68349863688152,10.6875,0.2333279972826993
2011-09-30,2011.0,9.0,16.0,-64.68349863688152,10.6875,0.24589511961848648
2011-10-31,2011.0,10.0,16.0,-64.68349863688152,10.6875,0.18800955425809934
2011-11-30,2011.0,11.0,16.0,-64.68349863688152,10.6875,0.20361318919393748
2011-12-31,2011.0,12.0,16.0,-64.68349863688152,10.6875,0.5312117207933356
2012-01-31,2012.0,1.0,16.0,-64.68349863688152,10.6875,0.9368350421940843
2012-02-29,2012.0,2.0,15.0,-64.68349863688152,10.6875,1.1242858577657628
2012-03-31,2012.0,3.0,16.0,-64.68349863688152,10.6875,3.0374523141121457
2012-04-30,2012.0,4.0,16.0,-64.68349863688152,10.6875,0.295900821465033
2012-05-31,2012.0,5.0,16.0,-64.68349863688152,10.6875,0.19329617895461898
2012-06-30,2012.0,6.0,16.0,-64.68349863688152,10.6875,1.0456579817665947
2012-07-31,2012.0,7.0,16.0,-64.68349863688152,10.6875,0.40586739160396434
2012-08-31,2012.0,8.0,16.0,-64.68349863688152,10.6875,0.23455579865861823
2012-09-30,2012.0,9.0,16.0,-64.68349863688152,10.6875,0.19290597295319595
2012-10-31,2012.0,10.0,16.0,-64.68349863688152,10.6875,0.1633099681249371
2012-11-30,2012.0,11.0,16.0,-64.68349863688152,10.6875,0.23586168377487748
2012-12-31,2012.0,12.0,16.0,-64.68349863688152,10.6875,0.3982161472241084
2013-01-31,2013.0,1.0,16.0,-64.68349863688152,10.6875,1.643053381089811
2013-02-28,2013.0,2.0,15.0,-64.68349863688152,10.6875,2.5987285192365994
2013-03-31,2013.0,3.0,16.0,-64.68349863688152,10.6875,1.0646923361001188
2013-04-30,2013.0,4.0,16.0,-64.68349863688152,10.6875,0.7395619489528514
2013-05-31,2013.0,5.0,16.0,-64.68349863688152,10.6875,0.3516466565706111
2013-06-30,2013.0,6.0,16.0,-64.68349863688152,10.6875,0.8367027816949067
2013-07-31,2013.0,7.0,16.0,-64.68349863688152,10.6875,0.4674844220832543
2013-08-31,2013.0,8.0,16.0,-64.68349863688152,10.6875,0.25513624449570976
2013-09-30,2013.0,9.0,16.0,-64.68349863688152,10.6875,0.16479674114121332
2013-10-31,2013.0,10.0,16.0,-64.68349863688152,10.6875,0.20801935703666122
2013-11-30,2013.0,11.0,16.0,-64.68349863688152,10.6875,0.3095687878352624
2013-12-31,2013.0,12.0,16.0,-64.68349863688152,10.6875,0.9109462367163762
2014-01-31,2014.0,1.0,16.0,-64.68349863688152,10.6875,2.4014533241589864
2014-02-28,2014.0,2.0,15.0,-64.68349863688152,10.6875,6.82079937104826
2014-03-31,2014.0,3.0,16.0,-64.68349863688152,10.6875,2.9312528204034876
2014-04-30,2014.0,4.0,16.0,-64.68349863688152,10.6875,4.664052068745648
2014-05-31,2014.0,5.0,16.0,-64.68349863688152,10.6875,3.056389660084689
2014-06-30,2014.0,6.0,16.0,-64.68349863688152,10.6875,1.279156782892015
2014-07-31,2014.0,7.0,16.0,-64.68349863688152,10.6875,1.6191409983016825
2014-08-31,2014.0,8.0,16.0,-64.68349863688152,10.6875,0.21897192133797538
2014-09-30,2014.0,9.0,16.0,-64.68349863688152,10.6875,0.17909073134263356
2014-10-31,2014.0,10.0,16.0,-64.68349863688152,10.6875,0.19046924357061035
2014-11-30,2014.0,11.0,16.0,-64.68349863688152,10.6875,0.27902048726876577
2014-12-31,2014.0,12.0,16.0,-64.68349863688152,10.6875,0.4661625657920484
2015-01-31,2015.0,1.0,16.0,-64.68349863688152,10.6875,1.2380022903283436
2015-02-28,2015.0,2.0,15.0,-64.68349863688152,10.6875,1.2140124886124224
2015-03-31,2015.0,3.0,16.0,-64.68349863688152,10.6875,1.0583709670437709
2015-04-30,2015.0,4.0,16.0,-64.68349863688152,10.6875,1.7539110982859574
2015-05-31,2015.0,5.0,16.0,-64.68349863688152,10.6875,1.421203237109714
2015-06-30,2015.0,6.0,16.0,-64.68349863688152,10.6875,1.8607494192840779
2015-07-31,2015.0,7.0,16.0,-64.68349863688152,10.6875,2.2136353086542204
2015-08-31,2015.0,8.0,16.0,-64.68349863688152,10.6875,0.40238779319657214
2015-09-30,2015.0,9.0,16.0,-64.68349863688152,10.6875,0.22386004461182482
2015-10-31,2015.0,10.0,16.0,-64.68349863688152,10.6875,0.2835076776919542
2015-11-30,2015.0,11.0,16.0,-64.68349863688152,10.6875,0.5074975073337554
2015-12-31,2015.0,12.0,16.0,-64.68349863688152,10.6875,2.4023102773560416
2016-01-31,2016.0,1.0,16.0,-64.68349863688152,10.6875,2.6223403804832035
2016-02-29,2016.0,2.0,15.0,-64.68349863688152,10.6875,5.717186855386801
2016-03-31,2016.0,3.0,16.0,-64.68349863688152,10.6875,0.8236412465572357
2016-04-30,2016.0,4.0,16.0,-64.68349863688152,10.6875,0.7242199757584821
2016-05-31,2016.0,5.0,16.0,-64.68349863688152,10.6875,0.26610170801480604
2016-06-30,2016.0,6.0,16.0,-64.68349863688152,10.6875,0.33213283485836465
2016-07-31,2016.0,7.0,16.0,-64.68349863688152,10.6875,0.35844546302601127
2016-08-31,2016.0,8.0,16.0,-64.68349863688152,10.6875,0.3034689172550484
2016-09-30,2016.0,9.0,16.0,-64.68349863688152,10.6875,0.2276899085000709
2016-10-31,2016.0,10.0,16.0,-64.68349863688152,10.6875,0.16220345949685136
2016-11-30,2016.0,11.0,16.0,-64.68349863688152,10.6875,0.17548795375559062
2016-12-31,2016.0,12.0,16.0,-64.68349863688152,10.6875,0.5600684726679768
2017-01-31,2017.0,1.0,16.0,-64.68349863688152,10.6875,0.9172958508685783
2017-02-28,2017.0,2.0,15.0,-64.68349863688152,10.6875,1.6238201501192868
2017-03-31,2017.0,3.0,16.0,-64.68349863688152,10.6875,0.8259343169353625
2017-04-30,2017.0,4.0,16.0,-64.68349863688152,10.6875,0.5843105052356368
2017-05-31,2017.0,5.0,16.0,-64.68349863688152,10.6875,0.5582450015677346
2017-06-30,2017.0,6.0,16.0,-64.68349863688152,10.6875,0.6916153879077346
2017-07-31,2017.0,7.0,16.0,-64.68349863688152,10.6875,0.3174334584562866
2017-08-31,2017.0,8.0,16.0,-64.68349863688152,10.6875,0.31359926649817715
2017-09-30,2017.0,9.0,16.0,-64.68349863688152,10.6875,0.17957207692994015
2017-10-31,2017.0,10.0,16.0,-64.68349863688152,10.6875,0.21047696559517468
2017-11-30,2017.0,11.0,16.0,-64.68349863688152,10.6875,0.20977569553587172
2017-12-31,2017.0,12.0,16.0,-64.68349863688152,10.6875,0.5351428482267593
2018-01-31,2018.0,1.0,16.0,-64.68349863688152,10.6875,1.0847061885727778
2018-02-28,2018.0,2.0,15.0,-64.68349863688152,10.6875,1.5593155746106753
2018-03-31,2018.0,3.0,16.0,-64.68349863688152,10.6875,5.030032567624692
2018-04-30,2018.0,4.0,16.0,-64.68349863688152,10.6875,1.3156746442671174
2018-05-31,2018.0,5.0,16.0,-64.68349863688152,10.6875,2.658375836301733
2018-06-30,2018.0,6.0,16.0,-64.68349863688152,10.6875,2.8428779272582587
2018-07-31,2018.0,7.0,16.0,-64.68349863688152,10.6875,0.9962268543464167
2018-08-31,2018.0,8.0,16.0,-64.68349863688152,10.6875,0.2966674910651313
2018-09-30,2018.0,9.0,16.0,-64.68349863688152,10.6875,0.20271941279923478
2018-10-31,2018.0,10.0,16.0,-64.68349863688152,10.6875,0.20771273495974363
2018-11-30,2018.0,11.0,16.0,-64.68349863688152,10.6875,1.1379273199372821
2018-12-31,2018.0,12.0,16.0,-64.68349863688152,10.6875,1.9545833852556016
2019-01-31,2019.0,1.0,16.0,-64.68349863688152,10.6875,2.8549591470647737
2019-02-28,2019.0,2.0,15.0,-64.68349863688152,10.6875,2.6042165716489154
2019-03-31,2019.0,3.0,16.0,-64.68349863688152,10.6875,6.638757975454684
2019-04-30,2019.0,4.0,16.0,-64.68349863688152,10.6875,0.7337999969720841
2019-05-31,2019.0,5.0,16.0,-64.68349863688152,10.6875,2.2643522916016754
2019-06-30,2019.0,6.0,16.0,-64.68349863688152,10.6875,0.3658824454855035
2019-07-31,2019.0,7.0,16.0,-64.68349863688152,10.6875,0.9596359162418933
2019-08-31,2019.0,8.0,16.0,-64.68349863688152,10.6875,0.1794138288056409
2019-09-30,2019.0,9.0,16.0,-64.68349863688152,10.6875,0.16757505536079406
2019-10-31,2019.0,10.0,16.0,-64.68349863688152,10.6875,0.19156921605269117
2019-11-30,2019.0,11.0,16.0,-64.68349863688152,10.6875,0.2532380356832787
2019-12-31,2019.0,12.0,16.0,-64.68349863688152,10.6875,1.4090576669684163
2020-01-31,2020.0,1.0,16.0,-64.68349863688152,10.6875,0.8739278793334962
2020-02-29,2020.0,2.0,15.0,-64.68349863688152,10.6875,3.712124966692041
2020-03-31,2020.0,3.0,16.0,-64.68349863688152,10.6875,0.8790665538222701
2020-04-30,2020.0,4.0,16.0,-64.68349863688152,10.6875,0.6342755646617325
2020-05-31,2020.0,5.0,16.0,-64.68349863688152,10.6875,1.6758904852249001
2020-06-30,2020.0,6.0,16.0,-64.68349863688152,10.6875,0.26264123817284896
2020-07-31,2020.0,7.0,16.0,-64.68349863688152,10.6875,0.3598573995961084
2020-08-31,2020.0,8.0,16.0,-64.68349863688152,10.6875,0.2567458605324781
2020-09-30,2020.0,9.0,16.0,-64.68349863688152,10.6875,0.18802860555825412
2020-10-31,2020.0,10.0,16.0,-64.68349863688152,10.6875,0.16321338315804798
2020-11-30,2020.0,11.0,16.0,-64.68349863688152,10.6875,0.1849434369140201
2020-12-31,2020.0,12.0,16.0,-64.68349863688152,10.6875,0.4503961161330894
2021-01-31,2021.0,1.0,16.0,-64.68349863688152,10.6875,1.5163250589812243
2021-02-28,2021.0,2.0,15.0,-64.68349863688152,10.6875,3.049831179115508
2021-03-31,2021.0,3.0,16.0,-64.68349863688152,10.6875,1.1915102943226146
2021-04-30,2021.0,4.0,16.0,-64.68349863688152,10.6875,2.6381312904534515
2021-05-31,2021.0,5.0,16.0,-64.68349863688152,10.6875,0.4308553026782142
2021-06-30,2021.0,6.0,16.0,-64.68349863688152,10.6875,0.23463699221611026
2021-07-31,2021.0,7.0,16.0,-64.68349863688152,10.6875,0.5126932603341563
2021-08-31,2021.0,8.0,16.0,-64.68349863688152,10.6875,0.28184155258867477
2021-09-30,2021.0,9.0,16.0,-64.68349863688152,10.6875,0.22466694105554508
2021-10-31,2021.0,10.0,16.0,-64.68349863688152,10.6875,0.2377026312881046
2021-11-30,2021.0,11.0,16.0,-64.68349863688152,10.6875,0.4122395594914754
